m1,m2,m3
16.802458022960685,24.18855347655661,38.624623583488884
16.582447523644053,24.678211093596076,38.65300501972252
17.533351701088666,23.440071740874323,38.37244653653133
16.969471872984563,23.90463089208557,38.724168657688566
16.109407162448765,23.95935577229918,39.88922249008002
18.210109700268127,23.947039417852984,39.25698255811775
17.903710793014625,24.36328090566289,39.8409734649088
16.86900890889248,24.733621598144364,39.112961250142455
17.371986096260493,24.45523596474168,38.39365696315641
17.191463052411194,23.66914004857746,38.85890062482854
17.962268113054048,23.382010284596785,38.772313613705094
16.98554628420127,23.961583528255794,39.102196962030895
17.744366770403122,24.18668678761438,38.47949568982024
17.410990153965663,23.566535667167336,38.190588046076975
17.42659342125021,24.896628704462508,39.32712160044233
16.978645129366406,24.362779686123563,38.97359072675981
17.310713801481405,23.83716576336273,39.25772463365812
16.109911115061536,23.919711309809372,39.380272214931516
18.266801802851123,23.568809426083302,39.06717586465086
16.552205816840335,24.25957663203995,37.98592266410019
17.046345212637085,24.203835952402205,38.52759213983525
17.908272714731694,24.241985066333413,38.98429453892736
16.7714301864276,23.823936970892017,39.29985760821144
16.785853097945548,24.159848098258433,38.72619146050394
17.73339612870682,24.700891973861488,38.40201811446852
17.44331574405964,24.07718267797304,39.09035202931847
17.537389388429016,24.132998520539974,39.24867928890551
17.00522159900148,24.706749678913837,39.11878756462586
16.74560483554226,24.746220983612393,39.73364151098097
17.42947471730491,24.431008843303257,38.76406298220722
16.404800088735474,24.19078957678598,38.99573088116097
16.509586276696545,25.60891301610907,38.80116949245478
17.967633000274148,24.090382617815237,39.20404210497324
16.303283547825195,23.845434201802505,39.6087329878622
16.952861667430135,23.789080506434193,38.398485765905974
17.101265628374303,24.420147757049794,38.50580696889976
17.355019399740392,22.8992769541374,39.142689593514056
17.118481961970787,24.43577503092315,39.30287888581393
17.531240566986575,24.004790293742836,38.817743154137546
17.13338159050149,24.641178613407707,38.875229448135045
17.91436679254858,23.766491940067752,39.18200925404008
17.832000939701707,23.989352934934683,37.78329163482675
17.636978864694463,24.466552383989935,39.71390389054329
17.071974096319202,23.480442345172115,38.84032924859052
17.865501521931144,23.947560889025823,38.945482584424504
16.473565746739318,23.45295389606874,39.123939845175634
17.011596709268414,23.786064743934624,38.83997384412282
17.505844935194325,24.48612965137756,38.387498336939586
17.636552676985094,24.247495947781317,39.20527960464934
17.11580501981635,24.216930916745955,38.696174156905656
17.973616602215507,23.3444098169801,38.97342045530126
17.017135415348918,23.071878275841396,38.21520233254431
17.531153996158952,23.435881348344914,39.05324081739964
17.322909881804712,24.359668278738557,39.056417692593776
17.920480711546556,24.693618736254997,38.73642236241923
17.844158104141446,24.586934934798233,38.294408577947884
17.43751507666126,23.293624552746536,39.40748265649116
17.875404310369806,24.620886307647577,37.8973421490428
17.34679891375681,24.24086538985282,38.61818414645076
17.0218256275971,23.67353571945613,38.43876419094431
16.32752725529321,23.483424765049747,38.801466244961894
16.16172307467911,24.50311339289623,38.363868445587194
17.6114726354309,23.788051527520064,37.993156397700815
17.256844825030218,24.542098904828766,39.424299383368684
17.471427485686622,24.201456723842952,38.76331562618225
18.12232452614114,24.360210624668625,39.350498707317634
17.301626891773097,25.338128359048245,39.11265391458216
17.05809140224468,23.823149270579428,38.81849347753775
17.74177185407306,23.93085049073149,39.442229486281626
18.206127448139608,24.45067493985799,39.434354373057566
17.455868742763872,23.44667950745617,38.180702184580596
16.96965067825254,23.757357361016478,39.053722549081314
16.932775187482196,24.210653503091628,38.90090293445624
16.68386880671128,24.391716472060065,38.82463361657136
16.307159843547556,24.002777736891854,39.27056027147986
18.054862076512983,24.511493752170654,39.15922473838845
17.50969144263407,23.86956753469073,38.32542749940794
17.255291039645517,25.297257562438435,39.42903911575309
17.11137791526984,25.619434036824575,38.485526572206
17.958837829620684,23.769595623412982,40.05154287403549
16.346239711319647,23.295530804314257,39.12819416816559
17.766421936661363,24.044545793884406,38.94287565418052
16.71587064401265,24.422018691513614,38.73532238408444
16.3452350870463,23.92175914226712,39.31121467768105
17.444844533504593,24.159962267340617,39.203933131087574
16.734011409448883,23.945240962147672,38.31013666565159
17.710785818921767,24.468269379388026,39.09215118796698
17.85755002174263,23.675586601231196,38.590215968256544
16.857905500965703,24.40156123773567,39.29839805915063
16.25104877532346,24.491525044020644,38.83903257850944
18.64125627401418,23.76313760112411,38.906880915949664
17.31136406229237,24.045714062011136,38.62153288597201
17.448271752980784,23.97353188789257,39.633952268628214
17.171619629959473,23.63173692739423,38.78984396747841
16.337841922378963,24.07303131429669,38.989909027534445
16.82962927119532,24.447167383083997,40.140254811687264
17.8963972891507,24.089326948759158,39.64323415436722
17.61564964025284,23.988602359668416,39.4412460826417
17.198081372762253,24.20611504396958,38.911708116717264
16.55371074157879,24.17354997245315,38.71312735020427
17.916937333005592,24.651706497248362,39.030978286178275
18.246128166204684,23.434889104149793,39.416304468017266
16.95228544217153,24.820378374825697,38.882057331465276
17.36875511179271,23.588594092435272,38.90746233185613
17.093876089485395,24.130943133615926,39.70062897149402
17.427006778941028,23.85118481982768,38.79251975464866
16.938762532240485,23.753758458314305,39.129727051094356
17.125340257723913,23.84153362289513,38.75803419481124
17.3195664899459,24.331565949809363,38.91046408458038
17.468254370879606,23.25288960673233,39.54073934620428
17.347520582347766,23.91953099992217,39.69490058249407
16.709372304076535,23.734238788454736,39.16246824462277
17.066233613856415,24.16450515878473,38.67010766641763
17.59412845430818,23.540877087227557,39.6077333797424
17.802837682281808,24.45322520023814,39.09666431491656
16.68722242737658,24.504381410236025,38.1133283030501
17.492875951182814,23.870912692177544,38.69742725110758
17.393641125835735,23.65822977981352,39.05888641301986
17.39474769592595,23.496135690142715,38.33026469999536
17.073036686458032,26.002208264848495,39.24770578815415
17.594610810172355,24.04085569731851,38.70994338849856
17.6583004521032,24.904077968374455,38.92493790104577
16.818549344493874,23.62346629846289,38.18570098010026
17.096759516812533,23.282687978544462,38.97347528199234
17.521043690386897,23.567353367366678,39.63077371975844
18.37380235483438,23.61720632679649,39.398645895286435
17.794184768502088,23.257517401410276,39.23335554251373
16.36395561087851,23.337234888825,38.97057574144652
16.917711382988056,23.42112881719596,38.91984616797676
17.341830248263953,24.641022800511724,38.91145529335547
17.63331599649001,23.9739180191227,39.41147893805502
17.110914025182,24.603113666098803,39.58477765112882
17.98782272442255,24.7982149878429,39.14688387982004
17.561487391439805,23.802239801949153,38.590440384183644
18.592760203091427,24.185483121537825,39.10382509805498
16.82084767643483,24.67639172214928,39.81190233846308
17.332513594804425,23.52233766832949,39.94711458371139
17.065121509121777,24.40795774353665,38.709835477194645
17.5302184049263,23.4922318150519,38.968018363103916
16.86187890724757,24.587767483200945,38.8177830632743
17.45463476876332,22.79813004763676,39.23751314696723
17.638272182753887,24.85241741881429,38.89625081043518
18.037846422418987,23.67659677641563,38.80293226143778
17.565403629905372,24.083381242816387,40.09816414459865
17.146487821424458,23.671088121852822,38.94336273767845
18.552533576237696,24.20668919989283,39.54762135892617
18.08565937857602,24.525019934390475,39.814545939600954
17.412406092650397,24.55208960884298,39.100511534079445
17.00326019057878,24.47522587612083,38.44474345053773
17.07774798678569,24.138131072868386,39.18072200945675
16.94021460437828,24.570482897061797,39.19616157401326
17.40169518471684,24.240262479060505,38.55921620077125
16.890936357881273,24.0779312290289,38.993856015213105
17.67400652232844,22.99170216554503,39.71514239000195
17.06813171666945,24.730248900266705,39.42228983765024
17.624899748859647,23.63036279541019,39.377575188554275
15.31759027209193,24.820738572034223,38.34002540054204
17.44659057546442,24.27527668340486,38.6747508034903
17.57489576156759,23.62118844308071,39.078787233197716
16.82004831184673,24.361974167899774,39.012696705402206
17.908513616427314,23.803817212201263,39.6301306505979
17.71976545464936,23.792499554033473,39.282721283537136
16.756283376652743,24.849152233163405,38.947874100905445
17.482876544878277,23.606727133627697,39.338040333147696
17.47191562468849,23.46670461267962,38.67232896243907
17.90235415016084,24.37553797761794,39.111846268762825
17.05110471417347,24.249620993720203,39.44939719764676
17.407898901369315,24.493021077593127,38.60154316108497
17.079321291208256,24.28317071549854,39.42622309803515
16.79570841167546,23.752799560921922,39.40213955526828
17.202027159982567,24.86891533740671,39.70709401312002
17.55618232358957,23.474429577216664,39.19515266810981
18.361637625986052,24.527959718281377,39.07205673093391
17.140336221671998,24.573799939941104,39.91923953047249
17.396385021647955,23.791072088559357,39.22503422682653
17.214443565625867,23.943880307080192,39.011010043016256
17.401817194583817,23.808057057145497,38.25496425366873
16.649254401292474,23.426776683381515,39.12520250826324
18.136969606322374,24.6498332566832,39.070407941631416
17.453261339130336,24.05006704768904,39.116133074660276
18.443188302595953,24.754052033499978,38.926003982689565
16.768120476848072,24.72880664044614,39.70376542712026
17.89467828801384,24.394290060670397,39.814233740790904
17.270924649437053,25.0689487464557,39.02968358436437
16.991765325852818,24.06214367750997,38.41166016672801
17.159899432767034,23.958575935303845,39.29238209402989
16.859678263458626,24.215527823551007,38.85886239421153
16.508895738005872,24.118382899341434,38.23702524492724
17.69837826718404,24.233927909954723,39.4694705756825
16.636772712074272,24.721132739937147,38.98805981913404
16.94055949894446,23.30743064427261,39.063684276342165
16.920582229600043,23.13240005567406,38.57383224006589
17.504055938264273,24.155000183637704,40.22795915800117
18.37772423861757,23.61562396720582,39.07078542359331
17.062645689134843,23.931455696264116,39.022548237863646
17.39233466230209,24.432706438852996,38.385717616818255
17.408381514852945,24.253480952731245,38.754896077888546
17.381650583002642,23.714270862380296,38.77045732179547
16.880995473188424,24.387793229961666,38.732205795303955
17.11740233154947,23.807926333181584,39.18865589995506
17.587221591828946,24.038910532985774,39.64321383344699
17.280389169148865,24.13138211473794,39.30027955667839
17.391620680887307,23.322071605187205,38.48137762793431
16.666634880415227,24.463259462888427,39.71361041284289
17.098288395126715,24.579836201721534,39.42213785041907
19.206347986180262,24.16612470485605,38.18962994656733
16.718060868111067,23.68137590447089,39.59920779794323
17.068334122400003,23.471633700290152,39.44179474800687
17.97487447953726,24.791303219698328,39.83052625695559
17.209777848720123,23.973349580047934,38.94581671335494
17.403742039479823,24.09119048357357,39.28393808109973
18.22963520329469,23.87010608544428,39.6058707597691
17.60211776868523,24.34198390340828,39.414430239802925
17.39498866389441,23.69124512417596,39.53708974268644
16.599597968543865,25.1389974311026,39.09644261079504
16.024057112296262,24.008615355978566,39.07314412595321
17.170623806176113,24.612513730601947,39.13369346110199
17.06798011936018,23.438507737951895,38.84689298992057
17.066257025175478,23.800648667198615,38.38844580637592
17.06195436803427,24.87649047611928,38.887824953233235
17.347642739037287,23.65372956808784,39.335703252180615
17.825595138513073,24.990078345960136,39.09655912103216
17.797401951173715,24.8971765546965,39.54439765728248
16.824957950589535,23.367421450596066,39.01025666897093
17.762737434891612,23.31387659174869,39.501024807726445
17.005029126334254,24.344911225706397,39.501270615945
17.428349476741,25.53179795291111,39.12477911246197
17.412055976386846,23.56335677492201,38.798573805331436
17.18888792655667,24.805192648535797,38.99375461770952
16.832789695110584,24.3506834873978,38.51643366765462
16.971127896974163,23.278646635811583,38.99631878580075
16.431673758726955,24.16686384919718,39.09943633780035
17.34875643191875,24.17765429729126,38.18378999278921
17.734032981213176,24.22883823699448,39.087738902344995
17.764661886958354,23.492133258539315,38.674025558550014
16.905314890203936,24.28232305249021,39.012566576743396
17.080698803126467,24.093779705038504,38.32014986749302
17.152155021853357,23.873692782669835,39.01829495900686
17.951379475075907,23.486172002614854,39.55937086238799
17.223952175144106,23.942569889957987,38.78858525890435
17.231830233028827,24.668974113894368,37.91855045651714
17.173493854828738,24.563486408137564,38.43526456967828
17.23573893928482,23.892486853745023,38.320775142365626
17.401716151933805,24.040207729494703,39.084061177622864
17.69937930168291,24.23520692432381,38.35403736372235
17.50582659782112,24.020248828680653,38.989090232119004
16.620321222323025,23.72487229209425,38.640742416723775
17.24141353937688,24.167811651048023,38.32630518611192
16.48558206463487,23.821814825818763,38.70977361614608
16.173918660822075,24.041644986100078,39.163372790144216
16.80695142736236,24.861466739144067,38.82481381403942
17.732347952941907,23.854829987390662,39.00226573424521
17.179322158948242,24.32789462412413,39.45198747210442
17.895314257212565,23.764030969552998,38.54129665307252
17.13692485919862,24.10563906119507,38.723140075899174
18.163049970800664,23.519306132060898,39.51433555850262
17.253442614357155,24.431360508233308,39.164904821066415
17.888776945164427,24.363730919049093,39.835892976777586
16.671186092783184,24.184171000480198,39.17904339306528
16.31812166971345,24.01956518032742,38.82537966010864
17.413873468133975,24.381912686745892,38.96164354427579
18.25100965573495,23.857772641803493,39.16820457791605
16.92455178127692,24.474993722857867,39.788384582337414
17.741004378721232,23.463605056010838,38.91713034036266
17.784318020117176,24.288686336120357,39.85377992479375
17.71608645429606,24.33277270436046,39.27283228552961
17.715722713498028,24.593593342292397,38.981453566676024
17.97578152914963,24.39901785366437,39.10571397091758
16.780995434781975,23.523737232067056,38.93080837789552
17.22203784443831,24.733782858571697,39.062896915822506
17.81411807747065,24.513213093144664,40.17877750861453
17.563205797632616,23.41588735217016,38.89699249923175
16.256666379432026,24.851536252796443,38.13300107007579
18.683248724824082,23.832614232210133,39.388764182838315
17.005923447559013,23.565246366755876,39.23326997587744
17.973877663246924,23.522190709923354,39.89531345290278
17.686268628118487,23.6557694698819,38.30771779320548
16.403381546734558,23.47532088452401,38.79299977374596
16.89567933791263,23.299545418552384,39.77240224947289
17.079559454238016,23.490456541874334,39.33094764527554
16.935560791237673,23.58217382497418,38.42044236260364
17.21394114154402,23.91545058834767,38.808048713532024
16.78013010000284,23.865925856567404,40.186531334052646
16.843260537038308,23.750837166017742,38.85565474464754
17.70637391871412,23.629278254271785,39.057899021374915
16.61345845478432,23.40922767761087,38.80877350669502
17.280545275380724,24.265435084613408,39.228186699526745
16.717891691829326,24.77423748253953,39.69891106185006
17.22991212704319,24.10996000481067,39.42238791272202
17.33794108327859,24.10520712684967,38.82530716512526
17.684371270768352,23.94620339927412,38.41761796528263
17.571691367786176,23.47619265300885,39.23765332531833
16.59892122080591,23.663294535825315,39.61185056441454
16.96505476463372,23.78318317443238,39.056411403721455
17.76260339433072,24.045522830519904,38.64204854701563
17.3045843953378,24.165422386787107,38.430136045668775
16.572612698426916,23.470179830849606,39.437119774688156
17.459085210931143,24.648178451959613,38.239728721813506
17.754640646042184,24.3102614194704,38.57253565110139
17.690034228449672,24.15762597543176,39.127638984181296
16.71074844191759,24.35863482348384,38.79460053143054
18.089751931151724,24.07689678063014,38.786742943934506
17.287050078297234,22.463909691989596,39.02827351632922
16.83831184338993,23.3727718836648,39.36057185394618
16.926578976534604,23.941608617709612,39.605320327140454
17.795147600968797,23.94961988995639,39.928036696427235
17.321147470269263,24.70470008495074,39.14046868692735
17.6124457225251,25.017413423994526,38.906960233185025
17.325982433664983,24.32500916639111,39.41077817447333
17.331955792365317,24.995380860507307,39.15314056031595
18.321336528762767,23.57747053322261,38.661167836313844
17.40486883306243,24.52878550133015,38.77149550453048
18.107569840838313,23.564121490997753,39.36076283815352
17.42373409021105,23.32416842489731,39.980034087759705
17.36139066314368,24.476111964189197,38.63585924668566
17.217198894274002,25.094435353040765,39.189540656953945
17.106324969141284,23.859884200957143,38.63936137416473
17.564190696936187,24.599465575736886,39.689126811962915
17.980615161917303,25.305206426312047,38.503786787862325
17.505770413646804,24.338884176034444,38.74259633274758
16.921480172489527,24.29033992167324,39.850500755705525
17.43429632193745,23.617622995158424,38.653837254765946
17.937477859367068,24.80210321119016,38.98202978600646
18.075428428731456,23.613896250295507,39.150934744380045
17.546118385664073,24.430959544427783,38.77560170521754
17.661044746111628,24.51924376286835,39.05478560240273
18.807287934587933,23.739246351010866,39.41902885128737
17.382125786050604,24.31592645361078,38.178556699070896
17.76226828750185,24.337425870064784,39.244092592480385
16.816246306511776,23.613898706689124,38.82871492824195
16.987316465967847,24.26199989447597,39.063699136379405
16.12590019518709,23.830579747803466,39.2984438890353
16.667301896507187,24.118806786295114,39.31428052020713
18.013362789767783,24.141187979623684,39.4895142500699
17.360148912419156,24.041486272520064,39.09750297113208
16.359842557771668,25.030021991081917,38.72648964213069
17.288170803538037,23.395625450402843,38.525956514151616
17.482306368476365,23.673755570672967,38.12723758061364
17.4953687425559,23.810033289547334,38.416686493286946
17.35414256843894,24.321626737489975,38.469115344681946
16.794241622335214,23.55192686355338,39.35582350060801
17.21640237310799,24.470277913624283,38.47745873175059
17.349405608907553,24.578799202160248,37.978939456805655
16.7175052739659,24.77750402965757,38.749829075345616
16.86122454663343,23.746499866959546,39.25443885043898
18.020254124920505,23.98581764385537,38.55885824598495
17.697324060780264,23.815987230168286,39.316512367011285
17.475516734486792,24.54793522272788,38.75294483610936
17.504880684329823,23.496911256893938,39.08406614701585
17.516668186518384,24.840214388117168,39.17880109856812
17.249806789845213,23.848664174907586,39.18278083600813
17.502840370633166,24.176994564696297,39.247282782654985
17.643960206511842,24.70773067769525,38.78626783072338
15.935161972569206,23.935659968948354,38.595424552470185
17.569162645844543,24.687152579245705,39.681646221116026
16.4064283822091,24.91361305861066,38.912563976060696
17.48974144725939,23.977006759936387,39.720765167885034
17.516847028214947,24.1217050860331,38.41320107491184
17.084358225098924,24.08470791717707,38.58036034828264
17.129043630550267,24.0315060857954,38.63725994198962
17.627214080832466,24.597042213032907,38.67629803663713
17.13427681247483,23.687192613631346,39.048501088460135
18.11098322154244,23.535569191553964,38.42549487018251
17.452229185627463,23.831602530417346,38.91028670075754
17.699946184194886,23.955459250053703,38.96891041897494
17.00470980297646,23.882628880844578,38.22089984908587
17.542908164086914,24.575262365811746,38.432674675145776
16.456031042015347,25.03670016467348,38.63350522808687
17.752251279714777,23.560009424671513,39.4514989204651
16.766424031675204,24.18851718498107,38.977640133699694
18.01783650205041,23.791241602778715,38.97260343120047
16.874324708935646,23.722727053710045,39.396428589065344
17.418719546814902,22.66766510002371,38.978766995728506
18.274463350578777,23.97670496088779,39.437950303462024
17.48605941371103,23.561375680449704,38.44615120731393
17.76293942957942,23.404566988280262,39.97288184940485
16.863788644910485,24.255892351256268,39.21376468015117
17.262251810362656,24.850626442677232,40.11466463766161
16.925976203853825,23.55471981073048,39.80639923952708
16.052305656898753,23.52012085387248,38.02483118716439
17.183341403538485,23.704786536456236,38.20005778732062
18.118674822205907,24.591477961108698,38.85323545243752
17.41330688635345,23.511636809887094,38.9624166052358
17.477688864387954,24.446683947763965,38.488402528737296
17.32393970773444,24.226217003162763,38.547290231803004
17.308646441363607,23.5912594281533,39.29916985038146
17.388400670633892,23.906425247989382,38.65934681354856
17.55477768337112,24.436195004647345,38.20582915722088
16.647690756571873,24.824141047349144,39.044377435523465
17.275779467347842,24.61140091895441,38.54953746267128
16.327504036162303,24.119294488565608,38.29155198433301
17.120691575783475,23.75880980336533,39.29568646429672
18.322728359795654,24.220307601617893,39.958354037336306
16.37680368917982,23.906530164847442,38.53267456815675
17.132537703128435,23.650124942264902,38.31502524943136
16.74789628492804,23.77264678545925,38.8894320823392
17.054661164814352,24.40355792253912,38.88382169149067
17.06098922351926,23.754589888740416,39.75682807451784
17.819133793842994,24.92818117655798,38.949966082572466
17.34203276730904,24.163248713348608,39.14546181708875
16.51242363767683,24.90616779505732,39.515504127048
17.42017810769571,24.00562200859504,39.098866917186044
17.95904945741552,24.504527262231104,39.83370969853633
17.138417659453054,24.452176945191255,38.933093025386725
17.928016560794063,25.11175748757898,39.55349425619943
18.245119040452998,24.444191786649743,39.18666518103745
17.007211767653867,23.655508961120873,39.51432456955453
17.46394237368577,23.616586937945222,39.18551251034049
16.792675510761743,23.709979085471197,39.0581246682703
18.198419143646536,24.531906119737823,38.10575200602605
17.440520003590777,22.978920108604232,39.14265604352647
17.244034838697267,23.785635054562317,38.833582624184636
17.224922165285264,23.84335425438374,39.024769733204025
17.92574474689909,24.45102414547514,38.525405507890056
17.333724962560773,23.8086885756681,38.619296975234924
17.8612856398425,23.982900216264632,38.27799859551695
17.6468806063398,24.34626602669881,38.990569618358435
17.622894278896414,24.238169039805452,39.58482391560494
17.429101061270046,23.278413062517632,38.20255357110413
17.02220326558339,23.913412916138356,38.71924398391081
17.068420138882107,24.181829763823067,38.72603777228373
16.45116765708928,24.35380897833525,39.41919993738444
17.07809653594029,23.781377604890064,39.32545003827476
16.955580957713092,24.73030584180021,39.07087441591579
17.511374018981172,23.9348037509046,39.28126850871064
16.93417082609353,23.488842365764224,38.85720583341902
17.2078739755261,23.850818695229325,38.9161295486811
18.22312232467213,24.698802283805307,39.576628998947776
17.459258950568636,23.714483474853864,39.16313553942444
17.906778022458642,23.78500990502013,39.24059535417132
17.68896838347921,24.1048637455911,39.66482379858878
16.97018262203109,24.999157823941076,38.634899657789234
17.20805915673988,24.35744126156706,39.16841825706845
17.531752583690423,23.866213673643482,38.538579176996514
17.366098511085323,23.3497314303849,38.3578372302898
17.341140814885296,24.026194818468934,38.706557327579574
17.44390157706852,25.45296829570126,38.25374187499259
17.464848818797982,23.459930330518496,39.15978195165393
17.493973289440092,23.533680256422578,39.06037859552771
17.16266013982789,24.224907832209336,40.32428976289365
17.465409056332724,24.917592157733523,39.3925742422476
16.61840476707989,24.07040216715851,39.15314082548523
17.22292555885868,23.63558910414758,38.60101755709898
16.813027738313842,23.895973911852035,38.664245526168976
17.482016434514215,23.696748239313365,37.94857550978959
17.58164927960198,24.140640273970206,39.033532836476674
16.563056854214732,23.173015494333253,39.22317928422177
17.774702912649694,24.890306152431815,39.5528754700632
17.621238412014286,23.729714181745695,38.94809791070075
17.163215495179553,23.930258181815375,39.12026426351973
17.40174745761416,24.292008267427438,40.35851006407994
16.960676680934505,24.1617650553643,40.22772467414429
17.069444278115416,24.308360506489052,39.10917699272523
18.070202625769635,23.485524558122727,38.797132689939374
16.85438172265127,23.851532874379785,39.15060590566217
17.499464024895993,24.37562017203594,39.18706843334213
17.527525163154593,23.761727705642137,39.731358571424636
16.719075384404107,24.877717221297292,38.64603694951501
16.67052759139878,23.706990095807214,38.89071527525986
17.441929566822523,23.70685111780974,38.9368105599626
16.93892320210803,23.90007221822138,39.053062583521545
17.142720223721245,24.23350414933518,38.95191174989169
17.665403462789087,23.634525778398874,39.57747342477179
17.544648121828367,24.284593727816414,39.24327921465685
18.597802826040414,23.40197124193246,38.017067863742305
17.471526262877656,24.664941970897253,37.97842244641632
16.70942608725569,23.936918734437793,39.468360129343445
17.88597856242998,24.192846248871202,39.61906431205576
16.09377197688028,24.146238304639585,38.89476736743477
16.763444674287566,23.994040673490872,39.38852295066415
17.835406779106776,25.03480286024943,38.164358068248475
17.68586868886909,23.38270155390034,39.500049781254994
16.609766714458157,24.55506527269623,38.46373537611438
17.983593073901698,24.142037591018244,38.53660459211826
17.326011733852496,24.452130754639047,39.198648348125246
17.457965305711827,24.855971574106533,38.97021681020638
17.331434831230172,25.06097564413196,38.83822041346294
16.410129694387933,23.717906909037133,38.63863080531456
17.403304666140613,24.412531182805278,39.24292475319405
17.611956103423775,24.13554535762588,39.56569919352115
16.778977072233285,24.97075533011336,38.71506854617148
17.73736691551626,24.158095676924436,38.43108008513799
17.45251279943137,24.375986188642244,40.04385249174076
17.54439567279209,24.601330072446785,39.49098068080394
16.65299936946869,24.411938501656454,39.66354466705894
16.76228849529854,23.862560723317298,39.29515190656453
15.868834694496035,24.221494349043088,38.97945279442069
17.3667607819475,24.55081177310473,39.848609594487314
17.26890504151958,24.052821525417222,39.17226509911371
18.099239376299867,24.216177366337533,38.6481137611665
17.258527272954264,23.845466834556824,39.32568126331847
17.20225157862338,24.478314591795765,39.45619091262806
17.20149880695328,24.364290132873794,39.75284006132968
16.718145398889597,24.502537129734257,38.59364310941041
17.617408757797158,24.61166355649003,39.075496573927055
16.492827578753968,24.124622624520388,39.058440538611045
17.76989749881836,24.742395579928388,39.26442993671582
17.590650811947622,23.91757660831025,38.34326600732094
17.67692086292272,24.251538341043442,38.89770647022012
17.2321260858873,25.732787461810215,39.189985151257716
16.721602335543967,24.42709935234427,38.77973606510882
18.037662311117295,24.25482746055525,39.146484232121125
17.159357755374632,23.331065501840953,39.06665446951209
16.52531584600472,23.79017285106571,39.24734168497741
17.265416001756904,24.353460363244455,38.83290320803953
17.258267645263288,24.666955629472195,39.181256094214646
17.204358407804744,24.362037553682203,38.86407093419565
17.771769736561236,23.808812318392267,38.276772561788825
17.127680259153177,23.932020040708867,38.3858499987094
17.145290956472063,24.70787343192573,39.41054929867459
17.246414114866724,24.042896392323005,39.58466634784004
17.306274461391123,24.776330149732786,39.0509464966647
16.36941584757548,23.761668573667915,38.480430570418555
17.316029189440307,24.338688017837196,38.90119141656186
16.933275734416263,23.639607437640166,39.538329655876446
17.26577829986145,24.163885884860708,39.463865845083696
17.23734458068898,24.18222090604604,39.091262167624826
17.9751265875515,23.606968168680684,39.5251074424236
16.79405951081168,24.023353402223872,38.51547913639218
17.04425761818601,23.67665084833732,39.30158621749379
17.323211343131337,24.449057203501916,38.96785557308926
17.33111783994253,25.072927387678686,38.97030919234933
17.31701577449228,24.74392090772622,39.97623452927839
17.65404923791472,24.161273278796436,38.58869164696252
17.408212427563683,24.29858422854548,38.77433919746476
17.722700504942438,23.149549408132376,39.31497023095795
17.570423016005854,23.719961948670637,38.7059861065781
17.813577725985994,24.047661337657072,38.93541153505345
16.572350640031118,25.06658908508061,39.2947249229557
17.491071457873787,24.364671051920578,38.41863908956446
17.033665887096625,24.624637931628985,39.66478879890478
17.404044696515477,24.617120099371352,38.816794757762715
17.672388681939495,25.022623805749124,39.19022336676003
